Computer date,Tree ID,Date,Maple Species,Maple Code,Latitude,Longitude,Concrete,Concrete Code,Habitat,Habitat Code,Shade ,Shade Code,Tree Circumference_in,Damage,Other Comments,Leaf Color,Leaf Color Code,Leaves Dropping,Leaf Drop Code,Fruit,Fruit Code
09/19/2014 - 2:19pm,,9/17/14,Norway Maple,1,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,"Fungi, Other tree growing on it.",,Middle: Many leaves have turned color,2,Late:  Most or all leaves have fallen (over 90%),3,None:  Tree is not fruiting this year,0
09/19/2014 - 2:24pm,,9/17/14,Silver Maple,3,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,,nope ,Middle: Many leaves have turned color,2,Late:  Most or all leaves have fallen (over 90%),3,None:  Tree is not fruiting this year,0
09/19/2014 - 1:35pm,,9/19/14,Red Maple,2,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,,yes broken/missing limbs,,Middle: Many leaves have turned color,2,Late:  Most or all leaves have fallen (over 90%),3,None:  Tree is not fruiting this year,0
09/21/2016 - 8:44am,17,9/15/16,Sugar Maple,4,44.61138,-75.169582,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,23,nope,,Middle: Many leaves have turned color,2,Late:  Most or all leaves have fallen (over 90%),3,None:  Tree is not fruiting this year,0
02/01/2017 - 1:07pm,245,10/18/16,Sugar Maple,4,44.360568,-75.201484,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,16,"Maple leaf eaters, holes in leafs. ",it is so tiny :],Middle: Many leaves have turned color,2,Late:  Most or all leaves have fallen (over 90%),3,None:  Tree is not fruiting this year,0
11/01/2016 - 9:21am,11,11/1/16,Sugar Maple,4,44.611452,-75.169535,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,31,none,no,Middle: Many leaves have turned color,2,Late:  Most or all leaves have fallen (over 90%),3,None:  Tree is not fruiting this year,0
10/02/2014 - 11:43am,,10/2/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,Brocken Branch,,,,Late:  Most or all leaves have fallen (over 90%),3,None:  Tree is not fruiting this year,0
09/19/2013 - 4:26pm,,9/19/13,,,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
11/11/2013 - 1:44pm,,9/20/13,,,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/27/2013 - 1:59pm,,9/27/13,,,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,no apparent damage,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/15/2014 - 10:40am,,9/10/14,Silver Maple,3,,,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,,Some split bark.,Nature is AWESOME!!!<3,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/16/2014 - 8:10am,,9/16/14,Red Maple,2,,,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,,the leaves have a deises,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/19/2014 - 2:20pm,,9/17/14,Norway Maple,1,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,rot  broken limb ,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/19/2014 - 12:47pm,,9/17/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,There is some moss.,Wide,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/19/2014 - 7:59am,,9/18/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,,dead branch ,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/19/2014 - 1:33pm,,9/18/14,Sugar Maple,4,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,,scratches,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/10/2014 - 11:41am,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/10/2014 - 12:54pm,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/14/2014 - 1:28pm,,10/14/14,Red Maple,2,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/23/2014 - 1:15pm,,10/20/14,Norway Maple,1,,,No,1,Home lawn,2,Partially Shaded (2-5hr per day of direct sun),2,,,none,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/20/2014 - 11:45am,,10/20/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/20/2014 - 8:33am,,10/20/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,none,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/08/2015 - 10:01am,65,9/8/15,Red Maple,2,44.558448,-74.947446,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,33,A little damage.,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/14/2015 - 2:07pm,,9/11/15,Sugar Maple,4,44.167099,-75.049072,No,1,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,50,no disease or damage,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/02/2015 - 2:15pm,46,10/2/15,Norway Maple,1,44.605492,-75.167624,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,119,Fungus on leaves,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/02/2015 - 2:15pm,46,10/2/15,Norway Maple,1,44.605492,-75.167624,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,119,Fungus on leaves,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/02/2015 - 2:15pm,46,10/2/15,Norway Maple,1,44.605492,-75.167624,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,119,Fungus on leaves,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/02/2015 - 2:15pm,46,10/2/15,Norway Maple,1,44.605492,-75.167624,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,119,Fungus on leaves,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/02/2015 - 2:17pm,47,10/2/15,Silver Maple,3,44.606295,-75.167596,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,4,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/02/2015 - 8:38am,9,10/2/15,Sugar Maple,4,44.611449,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,9,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/02/2015 - 10:57am,24,10/2/15,Sugar Maple,4,44.611412,-75.169456,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,4,There is one branch broken.,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/08/2015 - 12:57pm,36,10/8/15,Sugar Maple,4,44.611451,-74.169559,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,26,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/02/2015 - 11:08am,,10/14/15,Sugar Maple,4,44.372673,-75.242563,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,7,,"The leaves are still mostly in tact, but the actual leaves have holes, as if they are dead right on the branch.",Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/19/2015 - 12:51pm,35,10/19/15,Sugar Maple,4,44.611436,-75.16954,No,1,Other,7,Partially Shaded (2-5hr per day of direct sun),2,37,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/02/2015 - 1:48pm,,10/23/15,Red Maple,2,44.166678,-75.048459,Yes,2,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,23,fallens branch(s),,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/29/2015 - 2:12pm,54,10/29/15,Sugar Maple,4,44.605801,-75.167953,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,85,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/29/2015 - 2:12pm,54,10/29/15,Sugar Maple,4,44.605801,-75.167953,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,85,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
11/04/2016 - 1:20pm,263,9/23/16,Silver Maple,3,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,54,fungas and dead limes,#NAME?,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/26/2016 - 9:29am,14,9/26/16,Sugar Maple,4,44.611452,-75.169535,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,59,We do not notice any damage to the tree.,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/11/2016 - 8:48am,78,9/27/16,Sugar Maple,4,44.7,-74.5,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,54,Maple moth cutter put holes in the leaves,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/30/2016 - 10:52am,26,9/30/16,Sugar Maple,4,44.611458,-75.160593,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,39,none,her name is macey jamica,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/04/2016 - 1:10pm,226,10/4/16,Red Maple,2,44.824403,-74.51345,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,56,no,none,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/04/2016 - 1:12pm,224,10/4/16,Sugar Maple,4,44.824403,-74.51345,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,2,no,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/05/2016 - 9:01am,234,10/5/16,Red Maple,2,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,39,No diseases no damage.,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/05/2016 - 1:06pm,,10/5/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,2,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
11/22/2016 - 9:09am,266,10/6/16,Norway Maple,1,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,31,moss,no fruit leaves changed  color,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
11/22/2016 - 8:21am,,10/6/16,Norway Maple,1,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,8,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
11/22/2016 - 1:28pm,261,10/6/16,Silver Maple,3,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,12,none,we named our tree gummy.,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
11/22/2016 - 8:25am,262,10/6/16,Silver Maple,3,44.774797,-74.987287,Yes,2,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,22,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/11/2016 - 2:24pm,10,10/11/16,Sugar Maple,4,44.606267,-75.167331,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,37,There are holes in this trees leaves.,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/11/2016 - 2:26pm,41,10/11/16,Sugar Maple,4,44.608917,-75.171201,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,24,bugs,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/11/2016 - 9:23am,12,10/11/16,Sugar Maple,4,44.611477,-75.169512,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,24,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
11/22/2016 - 8:23am,265,10/14/16,Silver Maple,3,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,29,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/19/2014 - 2:19pm,,9/17/14,Norway Maple,1,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/19/2014 - 1:37pm,,9/19/14,Red Maple,2,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,There are broken branches.,slanted halfway up,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/26/2014 - 12:43pm,,9/24/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,none,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/25/2014 - 1:18pm,,9/25/14,Red Maple,2,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/25/2014 - 1:23pm,,9/25/14,Red Maple,2,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/25/2014 - 1:18pm,,9/25/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,"Tall, leafy",Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/02/2014 - 1:39pm,,10/2/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,few limbs missing,"name graffiti tree

",Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/20/2014 - 11:45am,,10/20/14,Sugar Maple,4,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,,"broken limbs

",,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/20/2014 - 12:43pm,,10/20/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,NONE,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/20/2014 - 12:43pm,,10/20/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/20/2014 - 8:33am,,10/20/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/20/2014 - 8:35am,,10/20/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,broken limbs ,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/08/2015 - 9:20am,62,9/8/15,Red Maple,2,44.56,-74.95,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,14,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/08/2015 - 2:48pm,72,9/8/15,Red Maple,2,44.558589,-74.947612,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,23,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/08/2015 - 10:02am,30,9/8/15,Red Maple,2,44.558448,,Yes,2,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,-30,splitting in the bark ,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/08/2015 - 2:03pm,67,9/8/15,Red Maple,2,44.55,-74.94,Yes,2,School paved area,6,Partially Shaded (2-5hr per day of direct sun),2,31,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/08/2015 - 9:21am,61,9/9/15,Red Maple,2,44.557164,-74.945708,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,18,fungi on trunk and splitting bark on trunk,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/02/2015 - 2:15pm,46,10/2/15,Norway Maple,1,44.605492,-75.167624,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,119,Fungus on leaves,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/02/2015 - 10:55am,16,10/2/15,Sugar Maple,4,44.61,-76.17,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,25,None,nothing,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/02/2015 - 10:57am,15,10/2/15,Sugar Maple,4,44.611452,-75.169535,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,43,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/02/2015 - 8:37am,1,10/2/15,Sugar Maple,4,44.61187,-75.169034,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,33,Broken branches,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/02/2015 - 8:38am,8,10/2/15,Sugar Maple,4,44.61138,-75.169582,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,49,moss,JIMMY JR ,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/06/2015 - 9:44am,65,10/5/15,Red Maple,2,44.558055,-74.947465,Yes,2,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,35,Scare,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/06/2015 - 10:29am,61,10/6/15,Red Maple,2,44.558055,-74.947465,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,18,Lots of Gashes,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/06/2015 - 10:29am,,10/6/15,Red Maple,2,44.558055,-74.947465,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,22,scars most on trunk moss,LUXA,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/06/2015 - 10:30am,62,10/6/15,Silver Maple,3,44.558055,-74.94745,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,14,Scars,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/06/2015 - 10:30am,62,10/6/15,Silver Maple,3,44.558055,-74.94745,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,14,Scars,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/08/2015 - 8:31am,12,10/8/15,Sugar Maple,4,44.344,-75.157,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,24,None,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/08/2015 - 10:51am,19,10/8/15,Sugar Maple,4,44.61146,-75.61146,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,18,broken limbs ,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/08/2015 - 12:55pm,38,10/8/15,Sugar Maple,4,44.611188,-75.169001,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,14,none,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/08/2015 - 12:54pm,41,10/8/15,Sugar Maple,4,44.608917,-75.171201,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,27,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/08/2015 - 12:52pm,42,10/8/15,Sugar Maple,4,44.611236,-75.169032,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,38,"moss, tree branch loss",Still holding on to about 20% of its leaves,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/08/2015 - 8:29am,10,10/8/15,Sugar Maple,4,44.610246,-75.169679,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,31,,Still hanging o the remaining 15% or so of brown leaves.,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/29/2015 - 2:12pm,54,10/29/15,Sugar Maple,4,44.605801,-75.167953,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,85,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/29/2015 - 2:07pm,56,10/29/15,Sugar Maple,4,44.60493,-75.168005,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,90,,cracks in the bark. more holes in the leaves. grey greenish splashes on the leaves as a barl.,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
11/06/2015 - 10:56am,17,11/6/15,Sugar Maple,4,44.611465,-75.169554,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,35,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
11/06/2015 - 10:55am,23,11/6/15,Sugar Maple,4,44.575389,-75.1361,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,25,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
