Computer date,Date,Tree ID Number ,Maple Species,Latitude,Longitude,Concrete,Habitat,Shading,Circumference_in,Tree health,Leaf buds,Leaves unfolded,Flowers
04/21/2016 - 11:36am,4/21/16,27,Sugar Maple,44.610527,-75.169689,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),31,yup,no,no,no
04/21/2016 - 11:37am,4/21/16,26,Sugar Maple,44.611458,-75.169593,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),8,yes,yes,no,no
04/21/2016 - 11:37am,4/21/16,28,Sugar Maple,44.611443,-75.16954,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),25,,no,no,no
04/21/2016 - 11:38am,4/21/16,34,Sugar Maple,44.611451,-75.169546,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),35,,no,no,no
04/21/2016 - 11:39am,4/21/16,32,Sugar Maple,44.61078,-75.1169508,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),43,yes,no,no,no
04/21/2016 - 11:39am,4/21/16,33,Sugar Maple,44.611735,-75.169559,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),23,,yes,no,no
04/21/2016 - 12:50pm,4/21/16,40,Sugar Maple,44.610247,-75.169787,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,,no,no,no
04/21/2016 - 12:52pm,4/21/16,44,Sugar Maple,44.611459,-75.16959,No,Other,Open (more than 5hr per day of direct sun),42,yes,yes,no,no
04/21/2016 - 12:52pm,4/21/16,41,Sugar Maple,44.608917,-75.171201,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),27,yes,no,no,no
04/21/2016 - 12:53pm,4/21/16,38,Sugar Maple,44.611188,-75.169001,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),14,yes,no,no,no
04/21/2016 - 12:53pm,4/21/16,35,Sugar Maple,44.61136,-75.16954,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),37.5,yes,no,no,no
04/21/2016 - 12:53pm,4/21/16,,Sugar Maple,44.611236,-75.169032,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),38,"yes, beside some moss and branch loss",no,no,no
04/21/2016 - 12:53pm,4/21/16,43 ET NR,Sugar Maple,44.611236,-75.162032,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),4,Yep,no,no,no
04/21/2016 - 12:53pm,4/21/16,37,Sugar Maple,44.611433,-75.169584,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),17,Yes,no,no,no
04/21/2016 - 12:56pm,4/21/16,36,Sugar Maple,44.611451,-75.169559,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),26,yes ,no,no,no
04/21/2016 - 12:57pm,4/21/16,39,Sugar Maple,44.611434,-70.169531,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),39,"yes , but has a single dead branch",yes,no,no
04/21/2016 - 12:59pm,4/21/16,36,Sugar Maple,44.611451,-75.169559,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),26,yes yes alot of sap came out today,no,no,no
04/21/2016 - 2:16pm,4/21/16,49,Norway Maple,44.606267,-75.167331,Yes,School lawn,Open (more than 5hr per day of direct sun),46.5,yes,no,no,no
04/21/2016 - 2:16pm,4/21/16,51,Silver Maple,44.605511,-75.167999,Yes,School lawn,Open (more than 5hr per day of direct sun),70,yes,yes,no,no
04/21/2016 - 2:16pm,4/21/16,47,Silver Maple,,,Yes,School lawn,Open (more than 5hr per day of direct sun),9,,no,no,no
04/21/2016 - 2:17pm,4/21/16,53,Norway Maple,44.605998,-75.167856,Yes,School lawn,Open (more than 5hr per day of direct sun),72,yes,yes,no,no
04/21/2016 - 2:17pm,4/21/16,48,Sugar Maple,44.605362,-75.167645,Yes,School garden,Open (more than 5hr per day of direct sun),106,moss and broken branches,yes,no,no
04/21/2016 - 2:17pm,4/21/16,56,Sugar Maple,44.60493,-75168005,Yes,School lawn,Open (more than 5hr per day of direct sun),94,,yes,no,no
04/21/2016 - 2:17pm,4/21/16,54,Norway Maple,44.605801,-75.167953,Yes,School lawn,Open (more than 5hr per day of direct sun),85,missing limb,yes,no,no
04/21/2016 - 2:18pm,4/21/16,52,Norway Maple,44,,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),75,,yes,no,no
04/21/2016 - 2:18pm,4/21/16,55,Red Maple,44.605696,-75.167442,Yes,School lawn,Open (more than 5hr per day of direct sun),104,,yes,no,no
04/21/2016 - 2:21pm,4/21/16,50,Norway Maple,44.60594,-75.167302,Yes,School lawn,Open (more than 5hr per day of direct sun),93,yes,yes,no,no
04/28/2016 - 9:38am,4/28/16,66,Silver Maple,44.5581,-74.9475,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),32,"Yes, Very!",no,no,no
04/28/2016 - 9:39am,4/28/16,64,Silver Maple,44.557572,,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),30,Yes,yes,no,no
04/28/2016 - 9:39am,4/28/16,67,Silver Maple,44.557804,-74.956881,Yes,School lawn,Open (more than 5hr per day of direct sun),31,yes,yes,no,no
04/28/2016 - 9:41am,4/28/16,62,Silver Maple,44.557572,-74.946624,Yes,School lawn,Open (more than 5hr per day of direct sun),16,Yes,yes,no,no
04/28/2016 - 9:42am,4/28/16,63,Silver Maple,44.33267,-74.56462,No,School lawn,Open (more than 5hr per day of direct sun),23,"Branch fallen, its punktured",yes,no,no
04/28/2016 - 10:24am,4/20/16,Pika,Sugar Maple,44.55729,-74.945717,Yes,School lawn,Open (more than 5hr per day of direct sun),32,Green and Grey Lichens.,no,no,no
04/28/2016 - 10:24am,4/28/16,66,Silver Maple,44.33278,-74.56452,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),33,"broken missing limbs,dead top parsley ",yes,no,no
04/28/2016 - 10:25am,4/20/16,63,Silver Maple,44.557534,-74.946267,Yes,School lawn,Open (more than 5hr per day of direct sun),21,Yes! One broken limb and large gashes,yes,no,no
04/28/2016 - 10:25am,4/20/16,61,Silver Maple,44.557263,-74.945775,Yes,School lawn,Open (more than 5hr per day of direct sun),20,long newish brown crack,no,no,no
04/28/2016 - 10:26am,4/20/16,64,Sugar Maple,44.358035,-74.947101,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),33,,yes,no,no
04/28/2016 - 10:26am,4/20/16,67,Silver Maple,44.557825,-74.946902,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),31,Yes. Although it had 6 or more cut limbs and black bugs with two red dots on the side.,no,no,no
04/28/2016 - 10:26am,4/28/16,Pika,Sugar Maple,44.55729,-74.945717,Yes,School lawn,Open (more than 5hr per day of direct sun),32,Green and grey lichens.,no,no,no
04/28/2016 - 10:27am,4/28/16,61,Silver Maple,44.557263,-74.945775,Yes,School lawn,Open (more than 5hr per day of direct sun),20,,yes,no,no
04/28/2016 - 10:27am,4/28/16,63,Silver Maple,44.557534,-74.946267,Yes,School lawn,Open (more than 5hr per day of direct sun),21,"Yes! Large gashes, broken branch though.",yes,no,no
04/28/2016 - 10:28am,4/28/16,66,Silver Maple,44.33278,,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),33,dead top missing limbs ,no,no,no
04/28/2016 - 10:29am,4/28/16,64,Sugar Maple,44.358035,-74.947101,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),23,,yes,no,no
04/28/2016 - 10:29am,4/28/16,67,Silver Maple,44.557825,-74.946902,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),31,Yes.,yes,no,no
05/02/2016 - 1:13pm,4/19/16,,Sugar Maple,44.59559,-75.164331,Yes,Home lawn,Partially Shaded (2-5hr per day of direct sun),25,,yes,no,no
05/02/2016 - 1:23pm,4/20/16,,Sugar Maple,44.594168,-75.149756,No,Home lawn,Partially Shaded (2-5hr per day of direct sun),36,,no,no,no
05/02/2016 - 9:25pm,4/19/16,,Red Maple,44.931608,-74.866565,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),84,no damage,yes,no,no
05/02/2016 - 9:27pm,4/19/16,,Red Maple,44.931018,-74.867305,Yes,School lawn,Open (more than 5hr per day of direct sun),65,"fungus, broken branches and missing bark in areas.",yes,no,no
05/02/2016 - 9:29pm,4/19/16,,Red Maple,44.931166,-74.867122,No,School lawn,Open (more than 5hr per day of direct sun),83,moss,yes,no,no
05/02/2016 - 9:31pm,4/19/16,,Red Maple,44.931185,-74.866818,Yes,School lawn,Open (more than 5hr per day of direct sun),94,,yes,no,no
05/05/2016 - 8:31am,5/5/16,12,Sugar Maple,44.344,-75.157,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24.125,Yes,yes,no,no
05/05/2016 - 8:32am,5/5/16,4,Sugar Maple,44.61138,-75.269582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),46,,yes,no,no
05/05/2016 - 8:32am,5/5/16,10,Sugar Maple,44.610246,-75.169679,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),32,yes,yes,no,no
05/05/2016 - 8:32am,4/5/16,7,Sugar Maple,44.61138,-75.169582,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),35,,no,no,no
05/05/2016 - 8:32am,5/5/16,2,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),27,yes,no,no,no
05/05/2016 - 8:33am,5/5/16,,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),34,yes but dead tree leaning on it ,no,no,no
05/05/2016 - 8:33am,5/5/16,8,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),48.5,yes,no,no,no
05/05/2016 - 8:34am,5/5/16,1,Sugar Maple,44.611187,-75.169034,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),34.5,no,no,no,no
05/05/2016 - 8:34am,5/5/16,3,Sugar Maple,44.594168,-75149756,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),11,split at bottom,yes,no,no
05/05/2016 - 10:46am,5/5/16,13,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,"broken limbs, dead top",yes,no,no
05/05/2016 - 10:46am,5/5/16,24,Sugar Maple,44.611412,-75.169456,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),4,Yes,yes,no,no
05/05/2016 - 10:46am,5/5/16,22,Sugar Maple,44.611465,-75.169554,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),21,broken  branch,yes,no,no
05/05/2016 - 10:47am,5/5/16,23,Sugar Maple,44.575389,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,,yes,no,no
05/05/2016 - 10:47am,5/5/16,17,Sugar Maple,44.611465,-75.169554,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),53,,yes,no,no
05/05/2016 - 10:48am,5/5/16,cantonmsmrjm19,Sugar Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),17,,yes,no,no
05/05/2016 - 10:48am,5/5/16,20,Sugar Maple,44.611952,-760169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),4,yes,yes,no,no
05/05/2016 - 10:48am,5/6/16,,Sugar Maple,44.610277,-75.169802,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),46.75,,yes,no,no
05/05/2016 - 10:49am,5/5/16,18,Sugar Maple,44.611477,-75.169512,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),33,,yes,no,no
05/05/2016 - 10:50am,5/5/16,15,Sugar Maple,44.611452,-45.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),50,,no,no,no
05/05/2016 - 10:51am,5/5/16,16,Sugar Maple,44.61,-75.16,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),25,Dead limbs,yes,no,no
05/05/2016 - 10:51am,5/5/16,14,Sugar Maple,44.611452,-75.169535,No,Other,Partially Shaded (2-5hr per day of direct sun),24,not really,no,no,no
05/05/2016 - 11:31am,5/5/16,31,Sugar Maple,44.36412,-75.10104,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),45,,yes,no,no
05/05/2016 - 11:32am,5/5/16,29,Sugar Maple,44.611203,-75.169027,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),12,yes,yes,no,no
05/05/2016 - 11:32am,5/5/16,32,Sugar Maple,44.61078,-75.1169568,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),42,yes,yes,no,no
05/05/2016 - 11:32am,5/5/16,30,Sugar Maple,44.61029,-77.070224,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,,yes,no,no
05/05/2016 - 11:33am,5/5/16,28,Sugar Maple,44.611443,-75.16954,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),,yes,yes,no,no
05/05/2016 - 11:33am,5/5/16,33,Sugar Maple,44.611735,-75.169559,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),18,,no,no,no
05/05/2016 - 11:33am,5/5/16,26,Sugar Maple,44.611458,-75.169593,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),8,yes,yes,no,no
05/05/2016 - 11:34am,5/5/16,34,Sugar Maple,44.611451,-75.169546,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),35,,yes,no,no
05/05/2016 - 11:36am,5/5/16,27,Sugar Maple,44.610527,-75.19689,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),31,yup,yes,no,no
05/05/2016 - 12:48pm,5/5/16,40,Sugar Maple,44.610247,-75.169787,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),21,no,no,no,no
05/05/2016 - 12:49pm,5/5/16,42,Sugar Maple,44.611236,-75.0169032,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),38,"yes, besides moss and broken branches",yes,no,no
05/05/2016 - 12:50pm,5/5/16,43 ET NR,Sugar Maple,44.611236,-75.169032,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),4,Yep pretty small,yes,no,no
05/05/2016 - 12:50pm,5/5/16,35,Sugar Maple,44.61136,-75.16954,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),37.5,,yes,no,no
05/05/2016 - 12:53pm,3/5/16,44,Sugar Maple,44.611459,-75.16959,No,Other,Open (more than 5hr per day of direct sun),42,no,no,no,no
05/05/2016 - 12:53pm,5/5/16,36,Sugar Maple,44.611451,-75.169559,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),26,yes,no,no,no
05/05/2016 - 12:54pm,5/5/16,41,Sugar Maple,44.608917,-75.171201,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),27,yea,yes,no,no
05/05/2016 - 2:18pm,5/5/16,,Norway Maple,44.606267,-75.167331,Yes,School lawn,Open (more than 5hr per day of direct sun),50.5,Yes,yes,no,no
05/05/2016 - 2:19pm,5/5/16,53,Norway Maple,44.605998,-75.167856,Yes,School lawn,Open (more than 5hr per day of direct sun),72,yes,yes,yes,no
05/05/2016 - 2:20pm,5/5/16,51,Silver Maple,44.605511,-75.1679999,Yes,School lawn,Open (more than 5hr per day of direct sun),70,yes,yes,yes,no
05/05/2016 - 2:20pm,5/5/16,52,Norway Maple,44,,Yes,School lawn,Open (more than 5hr per day of direct sun),75,,yes,no,no
05/05/2016 - 2:20pm,5/5/16,55,Red Maple,44.605696,-75.167442,Yes,School lawn,Open (more than 5hr per day of direct sun),116,,yes,no,no
05/05/2016 - 2:21pm,5/5/16,54,Norway Maple,44.605801,-75.167953,Yes,School lawn,Open (more than 5hr per day of direct sun),86,Yes but there is a missing limb,yes,no,no
05/05/2016 - 2:23pm,5/5/16,48,Sugar Maple,44.605362,-75.167645,Yes,School garden,Partially Shaded (2-5hr per day of direct sun),104,,yes,no,no
05/09/2016 - 9:42am,5/9/16,66,Silver Maple,44.5581,-89.9475,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),32,Yes,yes,no,no
05/09/2016 - 9:44am,5/9/16,63,Silver Maple,44.33267,-74.5642,No,School lawn,Open (more than 5hr per day of direct sun),23,Yes,yes,no,no
05/09/2016 - 10:27am,5/9/16,66,Sugar Maple,44.33278,-74.5645408,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),52,yes,yes,yes,no
05/09/2016 - 10:27am,5/9/16,Pika,Sugar Maple,44.55729,-74.945717,Yes,School lawn,Open (more than 5hr per day of direct sun),32,Green and Grey LICHEN!!!!!!!!!,yes,no,no
05/09/2016 - 10:28am,5/9/16,65,Red Maple,44.557648,-74.846717,Yes,School lawn,Open (more than 5hr per day of direct sun),35,yes,no,no,no
05/09/2016 - 10:28am,5/9/16,67,Silver Maple,44.557825,-74.946902,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),31,,yes,no,no
05/09/2016 - 10:29am,5/9/16,64,Sugar Maple,44.558035,-74.947101,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),33,,yes,no,no
05/11/2016 - 12:21pm,5/10/16,,Sugar Maple,41.60486,-75.168203,Yes,School lawn,Open (more than 5hr per day of direct sun),63,"No, missing branches and bark. Damage from insects and woodpeckers ",yes,yes,no
05/13/2016 - 8:28am,5/13/16,12,Sugar Maple,44.344,-75.157,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24.125,yes,yes,yes,no
05/13/2016 - 8:28am,5/13/16,,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),46,missing limbs,yes,yes,no
05/13/2016 - 8:28am,5/13/16,10,Sugar Maple,44.610246,-75.169679,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),32,yes,yes,yes,no
05/13/2016 - 8:29am,5/13/16,2,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),27,,yes,yes,no
05/13/2016 - 8:30am,5/13/16,7,Sugar Maple,44.594168,-75.149756,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),35,,yes,yes,no
05/13/2016 - 8:31am,5/13/16,,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),54,ys there is no damage,yes,yes,no
05/13/2016 - 8:31am,5/7/16,3,Sugar Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),11.56,split in middle,yes,yes,no
05/13/2016 - 8:31am,5/13/16,1,Sugar Maple,44.611187,-80.169034,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),33,no,yes,yes,no
05/13/2016 - 10:49am,5/13/16,23,Sugar Maple,44.575589,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,,yes,yes,no
05/13/2016 - 10:50am,5/13/16,22,Sugar Maple,44.611465,-75.169554,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),54,Broken Branch,yes,yes,no
05/13/2016 - 10:50am,5/13/16,20,Sugar Maple,44.611952,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),54,yes,yes,yes,no
05/13/2016 - 10:51am,5/13/16,17,Sugar Maple,45.611465,-75.169554,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),54,,yes,no,no
05/13/2016 - 10:51am,5/13/16,canton13rbbb,Sugar Maple,44.611452,-72.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,broken limbs,yes,yes,no
05/13/2016 - 10:51am,5/13/16,16,Sugar Maple,45.6,-75.1,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),52,Broken limbs,yes,yes,no
05/13/2016 - 10:54am,5/13/16,21,Sugar Maple,44.610277,-75.169802,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),46.75,yes,no,yes,no
05/13/2016 - 10:55am,5/13/16,15,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),50,yes i look a ;little weird it was bubbleing,yes,yes,no
05/13/2016 - 12:41pm,5/13/16,40,Sugar Maple,44.610247,-75.169787,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),20,,yes,no,no
05/13/2016 - 12:42pm,5/13/16,42,Sugar Maple,44.611236,-71.169032,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),35,"yes, besides broken branches and moss",no,yes,no
05/13/2016 - 12:43pm,5/13/16,38,Sugar Maple,44.6111,-75.169001,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),14,yes,no,no,no
05/13/2016 - 12:44pm,5/13/16,35,Sugar Maple,44.61136,-75.16954,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),37.5,,yes,yes,no
05/13/2016 - 12:45pm,5/13/16,41,Sugar Maple,44.6,-75.171201,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),27,,yes,yes,no
05/13/2016 - 2:09pm,5/13/16,48,Sugar Maple,44.605362,-75.167645,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),106,moss,yes,no,no
05/13/2016 - 2:09pm,5/13/16,,Norway Maple,44,,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),72,,yes,no,no
05/13/2016 - 2:10pm,5/13/16,54,Norway Maple,44.605801,-75.167953,Yes,School lawn,Open (more than 5hr per day of direct sun),86,missing limb,yes,yes,no
05/20/2016 - 9:38am,5/20/16,67,Silver Maple,44.557804,-74.946881,Yes,School lawn,Open (more than 5hr per day of direct sun),31,yes,yes,yes,no
05/20/2016 - 9:38am,5/20/16,63,Silver Maple,44.33257,-74.56462,Yes,School lawn,Open (more than 5hr per day of direct sun),23,Branch fallen and puncured,yes,yes,no
05/20/2016 - 9:39am,5/20/16,62,Silver Maple,44.557572,-74.946624,Yes,School lawn,Open (more than 5hr per day of direct sun),16,,yes,yes,no
05/20/2016 - 9:39am,5/20/16,65,Red Maple,44,-74,Yes,School lawn,Shaded (less than 2hr per day of direct sun),33,Yes,yes,yes,no
05/20/2016 - 9:40am,5/20/16,64,Silver Maple,44.557572,,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),30,Yes,yes,yes,no
05/20/2016 - 10:24am,5/20/16,67,Silver Maple,44.557825,-74.9946902,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),31,"yes,",yes,yes,no
05/20/2016 - 10:24am,5/20/16,65,Red Maple,44.557648,-74.946717,Yes,School lawn,Open (more than 5hr per day of direct sun),35,yes it does,yes,yes,no
05/20/2016 - 10:24am,5/20/16,63,Silver Maple,44.557534,-74.946267,Yes,School lawn,Open (more than 5hr per day of direct sun),21,Yes. Large gashes/ large branches,yes,yes,no
05/20/2016 - 10:25am,5/20/16,66,Silver Maple,44.33278,-74.56485,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),23,lost branch ,no,yes,no
05/20/2016 - 10:25am,5/20/16,Pika,Sugar Maple,44.55729,-74.945717,Yes,School lawn,Open (more than 5hr per day of direct sun),32,Green and Grey Lichen.  ; >{ ),yes,yes,no
05/20/2016 - 10:26am,5/20/16,61,Silver Maple,44.557263,-74.945775,Yes,School lawn,Open (more than 5hr per day of direct sun),20,,yes,yes,no
05/23/2016 - 8:28am,5/23/16,,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),46,missing limbs and branches,no,yes,no
05/23/2016 - 8:29am,5/23/16,10,Sugar Maple,44.610246,-75.169679,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),32,yes,yes,yes,no
05/23/2016 - 8:30am,5/23/16,2,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),26,,yes,yes,no
05/23/2016 - 8:31am,5/23/16,12,Sugar Maple,44.344,-75.157,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24.125,yes,yes,yes,no
05/23/2016 - 8:31am,5/23/16,9,Sugar Maple,44.611,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),9,yes,yes,yes,no
05/23/2016 - 8:31am,5/23/16,1,Sugar Maple,44.61187,-75.169034,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),34.5,,yes,yes,no
05/23/2016 - 8:32am,5/23/16,6,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),54,yes no damage,yes,yes,no
05/23/2016 - 8:32am,5/23/16,3,Sugar Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),10.2,split at bottom,yes,yes,no
05/23/2016 - 8:32am,5/23/16,,Sugar Maple,44.61138,-75.165982,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),34,dead tree leaning on it,yes,yes,no
